Product_ID,Product_Type,Material,Color,Sales_Data,Return_Rate,Production_Data,Season,Gender,Season_Demand_Spike,Date,Age,Customer_Feedback
P0065,Dress,Spandex,Grey,220,0.17,331,Fall,Male,1.38,2023-11-11,14,Average quality for the price.
P0179,T-Shirt,Fleece,Yellow,212,0.25,296,Winter,Unisex,1.34,2023-02-13,13,Perfect fit and great quality.
P0168,Dress,Spandex,Blue,309,0.24,497,Spring,Unisex,1.41,2024-05-29,15,Feels breathable and light.
P0168,T-Shirt,Fleece,Black,16,0.22,116,Summer,Unisex,1.0,2023-08-06,4,The color is vibrant and attractive.
P0036,Hoodie,Spandex,Grey,67,0.27,121,Summer,Female,1.32,2023-07-30,13,The product arrived damaged.
P0226,T-Shirt,Fleece,Pink,246,0.2,412,Summer,Unisex,1.02,2024-06-05,7,Decent but could be better.
P0126,Jacket,Polyester,White,111,0.06,310,Fall,Male,1.33,2024-09-25,14,Zipper broke after one use.
P0171,Leggings,Polyester,Yellow,40,0.15,135,Spring,Female,1.07,2023-04-03,5,Average quality for the price.
P0231,Shorts,Fleece,Blue,303,0.3,419,Fall,Female,1.39,2024-10-28,15,Size runs smaller than expected.
P0123,Leggings,Wool,Green,270,0.34,398,Winter,Female,1.47,2024-01-01,10,The stitching quality could be better.
P0052,Sweatpants,Polyester,White,225,0.11,282,Winter,Unisex,1.42,2024-02-07,7,Decent but could be better.
P0069,Dress,Spandex,White,219,0.11,249,Spring,Female,1.33,2024-04-27,9,Loved the design and comfort.
P0082,Leggings,Spandex,Yellow,118,0.04,147,Fall,Female,1.01,2024-10-27,6,Feels breathable and light.
P0128,Hoodie,Fleece,Blue,341,0.14,532,Winter,Female,1.17,2024-01-22,4,My kid loves wearing this every day.
P0212,T-Shirt,Cotton,Blue,194,0.1,279,Fall,Unisex,1.06,2024-09-30,6,Feels breathable and light.
P0105,Hoodie,Spandex,Black,283,0.07,461,Winter,Female,1.06,2024-02-24,12,Feels breathable and light.
P0064,T-Shirt,Fleece,Red,224,0.19,255,Spring,Female,1.02,2023-05-19,10,Great color but the stitching could be better.
P0136,Jacket,Wool,Yellow,182,0.17,237,Summer,Female,1.39,2023-08-02,8,My kid loves wearing this every day.
P0261,Dress,Cotton,Black,112,0.29,227,Fall,Female,1.28,2024-10-10,6,Average quality for the price.
P0060,Leggings,Spandex,White,131,0.17,281,Summer,Female,1.49,2024-08-29,13,The stitching quality could be better.
P0295,Sweatpants,Spandex,Red,137,0.28,315,Spring,Female,1.39,2024-03-04,8,Excellent stitching and finish.
P0002,Leggings,Fleece,Green,202,0.22,222,Summer,Unisex,1.07,2024-06-01,6,Color fades after a few washes.
P0261,Sweatpants,Polyester,Pink,336,0.22,508,Winter,Male,1.11,2023-12-26,15,The product arrived damaged.
P0169,Leggings,Wool,Green,289,0.3,349,Spring,Male,1.34,2024-05-17,6,The fabric is soft and comfortable.
P0011,Shorts,Wool,Blue,301,0.16,463,Spring,Female,1.4,2023-04-19,9,Color fades after a few washes.
P0018,Jacket,Polyester,White,26,0.15,175,Summer,Unisex,1.03,2024-08-27,5,The stitching quality could be better.
P0260,Sweatpants,Fleece,Grey,59,0.19,104,Spring,Unisex,1.11,2024-03-29,7,Fabric feels rough and uncomfortable.
P0114,Shorts,Fleece,White,187,0.29,240,Winter,Female,1.05,2024-02-19,10,Size runs smaller than expected.
P0008,Dress,Polyester,Blue,59,0.32,231,Summer,Unisex,1.33,2023-08-27,7,Loved the design and comfort.
P0058,Hoodie,Fleece,Yellow,161,0.3,292,Winter,Male,1.33,2023-01-24,4,The color is vibrant and attractive.
P0069,Hoodie,Polyester,Green,20,0.34,210,Winter,Female,1.48,2023-02-10,15,My kid loves wearing this every day.
P0088,Dress,Fleece,Blue,284,0.14,468,Fall,Male,1.08,2024-09-17,7,Color fades after a few washes.
P0231,Sweatpants,Fleece,Red,195,0.28,292,Fall,Female,1.39,2023-10-02,4,Loved the design and comfort.
P0254,Shorts,Spandex,Black,89,0.16,112,Spring,Unisex,1.45,2023-04-13,15,Feels breathable and light.
P0191,Dress,Fleece,Blue,115,0.17,267,Spring,Unisex,1.14,2023-03-02,15,Perfect fit and great quality.
P0159,T-Shirt,Fleece,Green,176,0.02,289,Fall,Unisex,1.16,2023-10-11,9,Great color but the stitching could be better.
P0286,Sweatpants,Fleece,Yellow,200,0.34,392,Fall,Unisex,1.03,2023-09-19,15,The fabric is soft and comfortable.
P0091,Hoodie,Cotton,Grey,232,0.21,355,Fall,Male,1.36,2023-11-02,6,Loved the design and comfort.
P0136,Dress,Fleece,Green,88,0.31,240,Spring,Male,1.31,2024-03-05,14,My kid loves wearing this every day.
P0027,T-Shirt,Fleece,Black,408,0.12,453,Winter,Unisex,1.05,2024-01-27,15,Excellent stitching and finish.
P0196,Jacket,Cotton,Grey,201,0.24,240,Winter,Male,1.37,2023-01-13,14,The color is vibrant and attractive.
P0087,T-Shirt,Fleece,Red,287,0.19,433,Winter,Unisex,1.33,2023-02-02,12,My kid loves wearing this every day.
P0122,Sweatpants,Wool,Green,58,0.23,242,Spring,Unisex,1.32,2023-03-13,13,The color is vibrant and attractive.
P0279,Leggings,Cotton,Red,31,0.21,84,Winter,Female,1.19,2023-12-14,9,Feels breathable and light.
P0016,T-Shirt,Cotton,Grey,325,0.32,500,Fall,Male,1.33,2023-09-07,12,My kid loves wearing this every day.
P0289,T-Shirt,Cotton,Grey,241,0.04,403,Summer,Unisex,1.07,2023-08-10,11,The fabric is soft and comfortable.
P0018,Shorts,Wool,Green,245,0.18,336,Summer,Male,1.06,2023-06-14,15,Perfect fit and great quality.
P0195,Leggings,Cotton,Grey,45,0.14,77,Spring,Unisex,1.27,2023-03-19,5,The fabric is soft and comfortable.
P0096,T-Shirt,Cotton,Black,158,0.05,342,Fall,Unisex,1.04,2023-11-20,14,Zipper broke after one use.
P0209,Dress,Cotton,Grey,228,0.29,250,Spring,Unisex,1.04,2023-04-24,7,My kid loves wearing this every day.
P0036,Sweatpants,Cotton,Grey,18,0.27,189,Fall,Female,1.33,2023-09-20,15,Loved the design and comfort.
P0075,Dress,Fleece,Black,76,0.18,254,Fall,Male,1.19,2023-10-28,12,The fabric is soft and comfortable.
P0048,Shorts,Wool,Red,86,0.03,217,Spring,Female,1.24,2023-05-28,9,Perfect fit and great quality.
P0139,Dress,Cotton,Green,320,0.23,454,Fall,Unisex,1.24,2024-11-11,8,Feels breathable and light.
P0157,Shorts,Wool,Grey,8,0.15,69,Summer,Female,1.19,2023-07-04,5,"It's okay, nothing special."
P0094,Sweatpants,Polyester,Pink,149,0.22,188,Spring,Male,1.43,2023-04-07,6,"Comfortable fabric, however the color fades quickly."
P0210,T-Shirt,Wool,Black,31,0.11,144,Summer,Male,1.13,2024-07-24,11,Nice design but size mismatch was an issue.
P0069,Hoodie,Polyester,Pink,142,0.35,329,Summer,Unisex,1.04,2024-08-21,6,The color is vibrant and attractive.
P0019,Jacket,Cotton,Blue,32,0.07,205,Summer,Unisex,1.28,2024-08-11,10,Perfect fit and great quality.
P0298,Dress,Cotton,Green,231,0.16,286,Spring,Unisex,1.12,2024-03-16,11,Zipper broke after one use.
P0147,Shorts,Spandex,Yellow,154,0.32,210,Fall,Female,1.37,2023-09-19,10,Decent but could be better.
P0216,Jacket,Fleece,Grey,140,0.04,202,Winter,Male,1.36,2024-01-24,12,Nice design but size mismatch was an issue.
P0270,Hoodie,Polyester,Grey,227,0.3,395,Fall,Male,1.37,2023-09-23,12,The fabric is soft and comfortable.
P0225,Dress,Spandex,Blue,59,0.24,214,Summer,Male,1.08,2024-08-01,3,Average quality for the price.
P0150,Leggings,Spandex,Green,81,0.16,252,Spring,Female,1.04,2023-03-29,15,Loved the design and comfort.
P0207,Leggings,Spandex,White,324,0.32,503,Winter,Unisex,1.03,2024-02-07,9,Nice design but size mismatch was an issue.
P0066,Dress,Fleece,Pink,165,0.33,330,Summer,Female,1.12,2023-08-24,5,Perfect fit and great quality.
P0224,Hoodie,Wool,Red,93,0.02,122,Spring,Male,1.12,2024-05-31,4,Perfect fit and great quality.
P0271,Sweatpants,Polyester,Black,171,0.24,347,Spring,Male,1.47,2024-03-18,8,My kid loves wearing this every day.
P0005,Jacket,Cotton,Green,250,0.3,298,Summer,Unisex,1.16,2023-07-24,3,Zipper broke after one use.
P0076,Dress,Cotton,Pink,35,0.04,182,Winter,Male,1.28,2023-12-03,11,The product arrived damaged.
P0002,T-Shirt,Cotton,Red,335,0.24,389,Summer,Unisex,1.15,2024-07-15,10,My kid loves wearing this every day.
P0150,Shorts,Wool,Grey,249,0.1,329,Fall,Unisex,1.06,2023-09-03,9,Loved the design and comfort.
P0002,Leggings,Spandex,Blue,138,0.19,225,Spring,Female,1.42,2023-05-05,13,My kid loves wearing this every day.
P0002,T-Shirt,Spandex,Blue,26,0.27,60,Winter,Unisex,1.21,2024-01-29,5,Zipper broke after one use.
P0078,Dress,Fleece,Green,313,0.35,341,Winter,Female,1.36,2024-12-02,11,The color is vibrant and attractive.
P0298,Shorts,Spandex,Grey,305,0.3,382,Fall,Male,1.14,2024-09-24,5,Perfect fit and great quality.
P0173,Hoodie,Spandex,Blue,328,0.06,453,Summer,Female,1.38,2024-07-14,12,Feels breathable and light.
P0199,Jacket,Cotton,Red,258,0.07,320,Winter,Unisex,1.09,2023-01-24,10,Fabric feels rough and uncomfortable.
P0264,Hoodie,Fleece,White,223,0.17,288,Spring,Male,1.2,2024-03-20,9,Zipper broke after one use.
P0126,Sweatpants,Cotton,Blue,267,0.16,392,Summer,Male,1.46,2024-06-19,13,Excellent stitching and finish.
P0285,Shorts,Polyester,Black,55,0.04,217,Winter,Unisex,1.04,2023-12-04,14,Perfect fit and great quality.
P0159,Jacket,Cotton,White,29,0.22,117,Fall,Female,1.45,2024-10-13,11,Zipper broke after one use.
P0007,T-Shirt,Polyester,White,35,0.33,144,Fall,Male,1.41,2023-11-28,14,The color is vibrant and attractive.
P0016,Sweatpants,Polyester,Yellow,206,0.12,249,Summer,Unisex,1.16,2024-08-11,9,Average quality for the price.
P0298,Shorts,Polyester,Yellow,109,0.11,188,Spring,Female,1.29,2024-03-18,10,Loved the design and comfort.
P0049,T-Shirt,Spandex,Green,89,0.32,263,Fall,Unisex,1.33,2023-10-01,8,The product arrived damaged.
P0277,T-Shirt,Spandex,Green,293,0.08,457,Spring,Unisex,1.27,2023-05-22,10,The color is vibrant and attractive.
P0148,T-Shirt,Fleece,Yellow,178,0.13,326,Spring,Male,1.06,2023-05-25,11,Perfect fit and great quality.
P0036,Sweatpants,Polyester,Pink,115,0.29,297,Spring,Female,1.03,2023-05-20,7,Feels breathable and light.
P0099,Sweatpants,Polyester,Green,232,0.3,303,Summer,Female,1.33,2023-08-16,15,Great color but the stitching could be better.
P0005,Hoodie,Cotton,Green,230,0.13,278,Fall,Male,1.37,2024-09-26,7,Nice design but size mismatch was an issue.
P0072,Leggings,Polyester,Blue,225,0.2,368,Summer,Male,1.14,2024-07-16,5,"It's okay, nothing special."
P0091,Dress,Polyester,Pink,16,0.11,170,Summer,Male,1.15,2024-08-01,4,My kid loves wearing this every day.
P0204,T-Shirt,Cotton,Red,75,0.21,97,Spring,Unisex,1.09,2024-04-20,8,Loved the design and comfort.
P0136,Sweatpants,Wool,Red,439,0.17,636,Winter,Male,1.09,2023-02-25,7,The fabric is soft and comfortable.
P0268,Jacket,Wool,Blue,226,0.27,365,Winter,Male,1.34,2023-01-31,7,Zipper broke after one use.
P0090,Jacket,Fleece,Yellow,280,0.02,448,Spring,Female,1.27,2023-03-12,3,Loved the design and comfort.
P0136,Leggings,Polyester,Red,55,0.25,133,Spring,Unisex,1.23,2024-05-24,14,My kid loves wearing this every day.
P0167,Jacket,Polyester,Black,294,0.12,362,Winter,Unisex,1.08,2024-01-26,8,Feels breathable and light.
P0091,Jacket,Wool,Yellow,267,0.16,465,Summer,Unisex,1.37,2023-08-13,15,My kid loves wearing this every day.
P0013,T-Shirt,Spandex,Blue,175,0.15,310,Winter,Male,1.22,2023-12-07,11,The color is vibrant and attractive.
P0105,Shorts,Polyester,Grey,101,0.04,293,Summer,Female,1.37,2023-06-02,12,Perfect fit and great quality.
P0216,T-Shirt,Wool,Yellow,188,0.07,236,Summer,Male,1.16,2024-07-01,8,Feels breathable and light.
P0052,Shorts,Fleece,Grey,287,0.22,410,Fall,Male,1.31,2024-11-15,9,Loved the design and comfort.
P0261,Sweatpants,Wool,Yellow,49,0.15,105,Winter,Unisex,1.5,2023-12-26,9,The product arrived damaged.
P0067,Hoodie,Cotton,Grey,265,0.34,336,Winter,Unisex,1.21,2024-02-23,13,My kid loves wearing this every day.
P0139,Dress,Spandex,Black,228,0.2,392,Spring,Female,1.15,2024-04-29,14,Zipper broke after one use.
P0082,Leggings,Cotton,White,45,0.35,114,Winter,Male,1.4,2024-01-06,6,Loved the design and comfort.
P0262,Hoodie,Spandex,Grey,155,0.33,292,Fall,Male,1.31,2023-11-05,14,Feels breathable and light.
P0140,Dress,Fleece,Black,99,0.09,136,Winter,Female,1.48,2023-02-24,15,Zipper broke after one use.
P0194,Leggings,Fleece,Blue,64,0.19,132,Summer,Male,1.29,2023-06-04,11,Excellent stitching and finish.
P0222,Dress,Polyester,Pink,200,0.07,267,Summer,Female,1.27,2023-06-17,7,My kid loves wearing this every day.
P0089,T-Shirt,Wool,Black,313,0.18,344,Fall,Unisex,1.26,2023-10-17,3,The stitching quality could be better.
P0052,Shorts,Spandex,Grey,331,0.16,442,Summer,Unisex,1.06,2023-07-20,13,Decent but could be better.
P0076,Sweatpants,Fleece,Red,67,0.13,188,Fall,Female,1.4,2024-11-15,13,The fabric is soft and comfortable.
P0173,Shorts,Spandex,Black,341,0.09,510,Spring,Unisex,1.47,2024-05-27,15,Zipper broke after one use.
P0034,Leggings,Spandex,Black,406,0.28,465,Summer,Female,1.43,2024-08-23,10,The color is vibrant and attractive.
P0208,Hoodie,Cotton,Pink,281,0.26,321,Spring,Male,1.29,2023-04-11,9,Great color but the stitching could be better.
P0047,Jacket,Polyester,Black,31,0.31,147,Summer,Unisex,1.09,2023-07-20,14,The stitching quality could be better.
P0096,Jacket,Cotton,Blue,304,0.19,440,Winter,Female,1.31,2024-12-26,14,Perfect fit and great quality.
P0271,Sweatpants,Cotton,White,147,0.12,246,Spring,Male,1.38,2024-05-23,4,Excellent stitching and finish.
P0259,Sweatpants,Cotton,Red,287,0.28,436,Summer,Male,1.04,2023-07-27,12,Excellent stitching and finish.
P0104,T-Shirt,Spandex,Grey,16,0.12,123,Summer,Unisex,1.07,2024-07-17,3,"It's okay, nothing special."
P0042,T-Shirt,Polyester,Red,111,0.21,185,Winter,Male,1.36,2023-01-14,14,The color is vibrant and attractive.
P0060,Jacket,Cotton,Grey,127,0.06,324,Spring,Unisex,1.44,2023-04-12,5,Zipper broke after one use.
P0285,Sweatpants,Cotton,Blue,211,0.13,251,Fall,Female,1.44,2024-10-07,9,The product arrived damaged.
P0182,Shorts,Spandex,Red,273,0.03,412,Summer,Female,1.45,2024-06-03,9,Excellent stitching and finish.
P0146,Dress,Wool,Pink,40,0.21,180,Winter,Male,1.29,2024-01-09,10,"It's okay, nothing special."
P0106,Sweatpants,Polyester,White,184,0.2,279,Winter,Unisex,1.15,2023-12-12,12,Loved the design and comfort.
P0012,Sweatpants,Fleece,Grey,205,0.3,284,Summer,Unisex,1.19,2024-06-19,13,The fabric is soft and comfortable.
P0240,Leggings,Cotton,White,42,0.33,108,Spring,Male,1.32,2024-04-24,7,Great color but the stitching could be better.
P0219,T-Shirt,Spandex,Blue,338,0.32,419,Fall,Female,1.21,2024-09-22,6,Great color but the stitching could be better.
P0067,Jacket,Spandex,Yellow,50,0.17,153,Fall,Female,1.06,2023-09-15,6,Loved the design and comfort.
P0275,Jacket,Wool,Pink,28,0.21,221,Summer,Male,1.41,2023-08-21,14,The color is vibrant and attractive.
P0287,Dress,Cotton,Red,236,0.04,411,Summer,Female,1.36,2023-07-06,13,Excellent stitching and finish.
P0282,Hoodie,Polyester,Grey,224,0.25,364,Spring,Male,1.34,2024-05-27,14,Excellent stitching and finish.
P0132,Shorts,Polyester,White,19,0.06,89,Spring,Male,1.26,2023-05-19,14,The product arrived damaged.
P0084,Dress,Cotton,Yellow,105,0.08,194,Summer,Male,1.42,2024-08-22,7,Size runs smaller than expected.
P0196,Leggings,Polyester,Grey,112,0.12,266,Fall,Female,1.35,2023-09-23,10,"It's okay, nothing special."
P0200,Dress,Wool,Pink,181,0.31,252,Spring,Female,1.27,2023-03-09,7,"It's okay, nothing special."
P0126,Leggings,Polyester,Green,108,0.04,164,Spring,Female,1.1,2023-04-02,4,Loved the design and comfort.
P0209,Hoodie,Fleece,Yellow,123,0.21,145,Spring,Male,1.49,2023-03-16,9,Loved the design and comfort.
P0112,Jacket,Polyester,Red,115,0.33,239,Fall,Unisex,1.46,2024-10-26,14,The product arrived damaged.
P0145,Dress,Fleece,Blue,177,0.26,261,Fall,Unisex,1.32,2024-09-26,6,Fabric feels rough and uncomfortable.
P0071,Hoodie,Spandex,Black,135,0.12,185,Spring,Male,1.09,2024-05-30,6,Loved the design and comfort.
P0155,T-Shirt,Wool,Blue,306,0.05,451,Winter,Female,1.17,2023-01-16,8,The stitching quality could be better.
P0076,T-Shirt,Polyester,Blue,184,0.32,260,Winter,Female,1.23,2024-01-22,14,Zipper broke after one use.
P0282,Sweatpants,Polyester,Yellow,167,0.32,277,Winter,Male,1.42,2024-12-31,5,My kid loves wearing this every day.
P0169,Jacket,Polyester,Blue,37,0.15,90,Spring,Male,1.08,2023-04-06,12,My kid loves wearing this every day.
P0061,Dress,Polyester,Grey,264,0.35,341,Spring,Female,1.02,2024-03-06,9,The product arrived damaged.
P0252,Leggings,Spandex,Yellow,212,0.03,347,Spring,Female,1.41,2023-05-06,10,Perfect fit and great quality.
P0173,Hoodie,Cotton,Green,330,0.1,371,Summer,Male,1.49,2024-07-13,13,"Comfortable fabric, however the color fades quickly."
P0169,Dress,Cotton,Green,309,0.35,471,Summer,Unisex,1.11,2023-08-28,5,Perfect fit and great quality.
P0255,Leggings,Cotton,Pink,8,0.16,48,Winter,Female,1.16,2024-01-06,5,My kid loves wearing this every day.
P0024,Dress,Spandex,Grey,305,0.2,387,Summer,Male,1.12,2023-06-14,7,The stitching quality could be better.
P0079,Hoodie,Polyester,Yellow,35,0.31,161,Winter,Female,1.28,2024-01-14,6,The color is vibrant and attractive.
P0240,Jacket,Cotton,Pink,214,0.1,277,Spring,Female,1.13,2023-03-08,12,The color is vibrant and attractive.
P0105,T-Shirt,Spandex,Grey,347,0.1,440,Spring,Female,1.13,2023-05-06,8,Feels breathable and light.
P0247,Leggings,Fleece,Grey,235,0.05,349,Fall,Unisex,1.13,2024-11-11,5,Loved the design and comfort.
P0250,Hoodie,Polyester,White,116,0.14,281,Summer,Male,1.32,2024-06-26,3,Size runs smaller than expected.
P0152,Dress,Cotton,Black,264,0.16,463,Spring,Female,1.49,2024-05-30,10,Zipper broke after one use.
P0093,Sweatpants,Cotton,Green,306,0.16,454,Summer,Male,1.09,2024-07-30,4,My kid loves wearing this every day.
P0202,Shorts,Spandex,Yellow,226,0.24,271,Summer,Female,1.46,2023-06-01,10,Perfect fit and great quality.
P0154,T-Shirt,Wool,Yellow,71,0.21,116,Spring,Female,1.19,2024-03-14,14,The color is vibrant and attractive.
P0194,Shorts,Fleece,Green,64,0.03,119,Spring,Male,1.29,2024-05-04,8,Zipper broke after one use.
P0106,Hoodie,Fleece,Yellow,308,0.07,363,Spring,Female,1.35,2024-05-02,11,Average quality for the price.
P0065,Jacket,Spandex,Yellow,150,0.28,303,Spring,Female,1.28,2024-05-31,14,Average quality for the price.
P0016,Dress,Polyester,Yellow,140,0.24,279,Summer,Unisex,1.43,2024-08-28,10,Loved the design and comfort.
P0172,Dress,Polyester,White,232,0.11,298,Fall,Male,1.41,2023-09-23,12,Loved the design and comfort.
P0269,Dress,Spandex,Green,199,0.3,270,Spring,Male,1.18,2024-04-30,12,Decent but could be better.
P0043,Hoodie,Spandex,Grey,151,0.3,313,Spring,Female,1.15,2024-03-15,15,Color fades after a few washes.
P0099,Shorts,Polyester,Yellow,255,0.14,324,Spring,Male,1.48,2024-04-06,8,Fabric feels rough and uncomfortable.
P0238,Sweatpants,Polyester,Pink,224,0.1,263,Fall,Male,1.08,2023-09-18,14,Loved the design and comfort.
P0015,Jacket,Spandex,Black,177,0.06,198,Spring,Male,1.08,2023-05-31,10,My kid loves wearing this every day.
P0207,Shorts,Fleece,Grey,28,0.04,156,Summer,Male,1.1,2023-07-31,4,The fabric is soft and comfortable.
P0090,Shorts,Fleece,Grey,88,0.09,156,Spring,Male,1.36,2023-04-16,12,Size runs smaller than expected.
P0190,Shorts,Wool,Yellow,133,0.15,187,Fall,Male,1.4,2024-09-13,15,Great color but the stitching could be better.
P0217,Jacket,Cotton,Black,105,0.03,138,Summer,Unisex,1.26,2023-06-11,5,Color fades after a few washes.
P0059,Hoodie,Polyester,Yellow,242,0.16,437,Summer,Unisex,1.36,2024-08-13,6,Feels breathable and light.
P0090,T-Shirt,Wool,Red,205,0.08,362,Summer,Unisex,1.48,2023-08-01,5,The product arrived damaged.
P0096,T-Shirt,Fleece,Yellow,315,0.24,504,Summer,Unisex,1.35,2024-08-05,11,Feels breathable and light.
P0095,Shorts,Wool,Black,51,0.05,122,Spring,Male,1.09,2024-05-22,4,Perfect fit and great quality.
P0013,Dress,Cotton,Grey,156,0.25,326,Spring,Male,1.42,2024-04-20,12,Great color but the stitching could be better.
P0205,Jacket,Wool,Red,106,0.22,255,Winter,Unisex,1.13,2023-12-17,3,Loved the design and comfort.
P0150,Leggings,Fleece,White,250,0.24,416,Summer,Female,1.44,2023-07-09,15,The product arrived damaged.
P0130,Hoodie,Wool,White,332,0.33,416,Spring,Female,1.17,2023-04-26,13,Feels breathable and light.
P0228,Sweatpants,Fleece,Red,83,0.2,223,Summer,Male,1.19,2024-07-06,3,Great color but the stitching could be better.
P0204,Dress,Polyester,Black,92,0.11,179,Spring,Male,1.15,2023-03-04,3,Fabric feels rough and uncomfortable.
P0282,Hoodie,Cotton,White,227,0.05,300,Fall,Male,1.03,2024-09-11,12,Excellent stitching and finish.
P0081,Dress,Wool,Green,252,0.11,286,Summer,Male,1.07,2024-07-07,8,Perfect fit and great quality.
P0061,Dress,Wool,White,263,0.27,333,Winter,Unisex,1.05,2023-12-23,7,My kid loves wearing this every day.
P0289,Dress,Wool,Red,190,0.08,301,Spring,Female,1.29,2023-05-09,4,Size runs smaller than expected.
P0203,Shorts,Polyester,Green,123,0.16,257,Spring,Male,1.36,2024-04-09,11,Average quality for the price.
P0183,Jacket,Spandex,Grey,161,0.26,313,Fall,Unisex,1.31,2023-09-29,9,Fabric feels rough and uncomfortable.
P0192,T-Shirt,Wool,Red,81,0.34,138,Summer,Unisex,1.18,2024-06-01,11,My kid loves wearing this every day.
P0002,Sweatpants,Wool,Pink,343,0.31,487,Winter,Male,1.17,2024-02-27,8,Perfect fit and great quality.
P0006,Shorts,Cotton,Green,90,0.16,147,Fall,Male,1.49,2024-09-01,13,My kid loves wearing this every day.
P0040,Hoodie,Polyester,White,207,0.14,398,Fall,Male,1.41,2024-09-26,3,Perfect fit and great quality.
P0294,T-Shirt,Spandex,White,370,0.12,404,Summer,Male,1.25,2023-06-27,5,The fabric is soft and comfortable.
P0127,Jacket,Fleece,Red,199,0.08,343,Summer,Male,1.25,2023-06-21,8,Loved the design and comfort.
P0079,Dress,Polyester,Pink,195,0.29,317,Winter,Male,1.27,2023-12-19,8,Excellent stitching and finish.
P0116,Hoodie,Polyester,Pink,162,0.23,195,Fall,Male,1.43,2024-11-30,12,The color is vibrant and attractive.
P0298,Leggings,Spandex,Black,31,0.08,91,Winter,Male,1.32,2024-12-12,12,"It's okay, nothing special."
P0099,Jacket,Polyester,White,10,0.18,209,Winter,Male,1.1,2024-02-08,8,"It's okay, nothing special."
P0004,Dress,Spandex,Red,275,0.14,450,Winter,Unisex,1.12,2023-12-22,12,Fabric feels rough and uncomfortable.
P0119,T-Shirt,Fleece,Black,142,0.31,317,Fall,Male,1.19,2023-10-04,3,Perfect fit and great quality.
P0030,Sweatpants,Polyester,Yellow,72,0.21,133,Fall,Unisex,1.05,2023-11-17,9,"It's okay, nothing special."
P0029,T-Shirt,Fleece,White,88,0.04,205,Spring,Female,1.07,2024-05-23,11,The color is vibrant and attractive.
P0236,Hoodie,Spandex,Pink,174,0.16,281,Fall,Male,1.12,2023-10-12,15,Loved the design and comfort.
P0197,Jacket,Spandex,Black,232,0.34,428,Fall,Male,1.12,2024-10-18,5,Average quality for the price.
P0176,Leggings,Cotton,Green,397,0.07,433,Summer,Female,1.2,2023-07-05,7,Excellent stitching and finish.
P0118,T-Shirt,Wool,Pink,127,0.16,271,Summer,Unisex,1.08,2023-08-26,3,The color is vibrant and attractive.
P0141,Sweatpants,Polyester,Green,250,0.18,405,Fall,Unisex,1.22,2024-11-14,13,Average quality for the price.
P0129,Sweatpants,Cotton,Green,86,0.09,181,Winter,Male,1.42,2024-12-19,9,Size runs smaller than expected.
P0062,Sweatpants,Fleece,Red,327,0.33,462,Winter,Unisex,1.02,2023-01-05,5,Decent but could be better.
P0273,Hoodie,Polyester,Green,311,0.24,361,Fall,Male,1.12,2023-10-04,5,Excellent stitching and finish.
P0055,T-Shirt,Polyester,White,343,0.08,372,Winter,Female,1.48,2023-12-06,14,Loved the design and comfort.
P0139,Jacket,Fleece,Blue,220,0.34,286,Summer,Unisex,1.3,2024-08-18,12,The fabric is soft and comfortable.
P0026,Leggings,Wool,Grey,283,0.33,352,Summer,Female,1.35,2024-08-28,15,Average quality for the price.
P0239,Leggings,Fleece,Pink,404,0.08,544,Winter,Unisex,1.31,2024-12-10,7,The fabric is soft and comfortable.
P0079,T-Shirt,Spandex,White,152,0.2,185,Winter,Female,1.36,2024-12-26,15,Decent but could be better.
P0165,Shorts,Spandex,Blue,369,0.21,550,Summer,Male,1.27,2024-08-27,10,The stitching quality could be better.
P0155,Dress,Spandex,Grey,263,0.2,340,Spring,Male,1.33,2024-05-19,10,Excellent stitching and finish.
P0196,Dress,Spandex,White,409,0.26,508,Summer,Male,1.16,2023-08-02,12,Fabric feels rough and uncomfortable.
P0286,Sweatpants,Polyester,Blue,317,0.23,374,Winter,Unisex,1.27,2024-01-02,15,Great color but the stitching could be better.
P0175,Sweatpants,Spandex,Black,116,0.22,181,Spring,Female,1.35,2024-03-19,4,Perfect fit and great quality.
P0171,Shorts,Spandex,Pink,292,0.33,435,Summer,Unisex,1.23,2024-06-23,7,Excellent stitching and finish.
P0278,Jacket,Polyester,Yellow,8,0.1,117,Winter,Female,1.05,2024-12-28,4,My kid loves wearing this every day.
P0089,T-Shirt,Spandex,Black,141,0.18,205,Winter,Female,1.37,2024-02-12,11,Perfect fit and great quality.
P0087,Hoodie,Polyester,White,46,0.13,154,Fall,Female,1.46,2024-10-14,12,The stitching quality could be better.
P0300,Sweatpants,Fleece,Green,232,0.13,417,Summer,Male,1.25,2023-06-26,11,The stitching quality could be better.
P0055,Leggings,Fleece,Pink,103,0.13,208,Fall,Unisex,1.23,2024-11-10,15,My kid loves wearing this every day.
P0154,Sweatpants,Fleece,Yellow,203,0.24,328,Summer,Unisex,1.43,2023-07-13,15,The product arrived damaged.
P0007,T-Shirt,Fleece,Green,126,0.33,257,Fall,Female,1.16,2023-09-09,12,Perfect fit and great quality.
P0294,Jacket,Spandex,Red,10,0.14,102,Winter,Unisex,1.02,2023-01-14,11,Size runs smaller than expected.
P0202,Jacket,Wool,Red,269,0.24,392,Spring,Female,1.22,2023-05-18,5,Feels breathable and light.
P0176,Dress,Cotton,Pink,53,0.16,154,Spring,Male,1.33,2024-03-16,4,The color is vibrant and attractive.
